iteration,exploitability_rate_2_10000
1,1.0
3,1.0
5,1.0
10,1.0
17,1.0
31,1.0
56,1.0
100,1.0
177,0.9897222664879232
316,0.9584625925358743
562,0.900976463966196
1000,0.8010920054186672
1778,0.7103154414668106
3162,0.5674807458674267
5623,0.28799032328828394
10000,0.3251778522141292
17782,0.3216199369562127
31622,0.4505827336493609
56234,0.47749412628787447
100000,0.1718220977908913
177827,0.0866364172410083
316227,0.03688024549497452
562341,0.028788945326248008
1000000,0.024936391583574285
