iteration,exploitability_rate_2_42
1,1.0
3,1.0
5,1.0
10,1.0
17,1.0
31,1.0
56,1.0
100,1.0
177,0.9783242100246087
316,0.9779278604279674
562,0.9394250452855597
1000,0.857780763413858
1778,0.714449122594834
3162,0.5914914752037805
5623,0.2906783538831827
10000,0.3085791287875207
17782,0.345999861191753
31622,0.4043050783022294
56234,0.4516747906348236
100000,0.22883650335712136
177827,0.09404346622096947
316227,0.04360693552260167
562341,0.022852048002890913
1000000,0.017672514076370424
